longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.133174242,1.918693437,1.856181523,-0.815361999,-0.729554818,-0.799584077,-0.788709178,-1.517900777,-0.817692267,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.133174242,1.914011571,1.856181523,-0.540329757,-0.355082331,-0.550563093,-0.412061828,-1.533902666,-1.19466546,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.133174242,1.918693437,1.856181523,-0.769523292,-0.655614391,-0.805765449,-0.723319013,-1.317771888,-1.315990166,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.128182935,1.918693437,1.856181523,-0.410147828,-0.32646023,-0.593832696,-0.320515597,-0.981311114,-1.117537612,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.138165549,1.914011571,-0.845393149,2.125191063,2.435572506,3.175921132,2.679585176,-1.147278076,-0.936417158,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.128182935,1.914011571,1.856181523,-0.341848155,-0.281141904,-0.398677954,-0.304821957,-1.15169965,-1.110604771,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.11820032,1.90464784,-0.607018913,1.107113377,1.231059093,1.344468933,1.256695184,-1.202442483,-1.08807304,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.123191628,1.918693437,0.34647803,-0.180495906,-0.049779922,-0.234430071,-0.132191921,-1.120169612,-1.270060099,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.123191628,1.914011571,1.061600737,0.156876979,0.372396067,0.400485132,0.469397597,-1.244500079,-1.218063796,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.11820032,1.909329705,-0.845393149,-0.648050718,-0.686621667,-0.633570087,-0.57161383,-0.969520248,-0.781294855,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.148148164,1.960830228,-1.401599699,1.130949505,0.684854001,0.910006791,0.812042062,0.332949305,-0.408654687,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.158130778,1.909329705,-0.20972852,0.048239243,-0.207201477,-0.184096042,-0.163579201,-0.089468985,-0.586308721,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.198061235,1.946784631,-1.004309306,-0.542163305,-0.569748088,-0.460491673,-0.558535797,-0.156424258,-1.016144822,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.133174242,1.895284108,0.743768422,-0.956545217,-1.032472053,-1.015932094,-1.060732265,-0.175373863,-0.46585062,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.113209013,1.876556645,-0.289186599,-0.198831388,-0.276371554,-0.279465781,-0.252509825,-0.547470423,-1.034343528,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.098235092,1.885920377,-0.686476992,0.514877281,2.71E-16,0.246833887,0.262764676,0.442857017,-0.418187343,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.08326117,1.853147317,-0.368644678,-0.504575565,-0.617451589,-0.617675131,-0.59515429,-0.782919272,-0.968481544,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.163122085,1.853147317,-0.686476992,-0.53666266,-0.619836765,-0.600897122,-0.652697635,-0.425403381,-0.97974741,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.088252477,1.988921422,-1.004309306,0.105996014,0.050397431,-0.196458786,-0.132191921,-0.608688176,-0.966748334,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.053313327,1.960830228,-1.083767385,0.623515017,0.501195521,0.318361191,0.597562321,-0.185164493,-0.568110015,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,2.073195005,-0.924851228,-0.814903612,-0.657999566,-1.217268209,-1.235977907,-0.772654902,-1.207664536,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.968461105,2.031058213,-0.527560835,-0.535287499,-0.603140539,-0.719226241,-0.691931734,-0.824871593,-1.160001259,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.979557691,-1.163225463,-0.508242662,-0.64130334,-0.671541372,-0.623925962,-0.528994558,-0.756163309,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.965512094,-1.004309306,0.896255325,0.873282832,0.422561461,0.817273275,-0.857349111,-0.98494704,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.951466497,-1.481057778,-0.409689441,-0.550666687,-0.622090397,-0.490530026,-0.745862265,-0.770895595,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.023365484,1.946784631,-1.401599699,0.549714699,0.451106844,0.026953657,0.414469859,-0.701804432,-0.950282838,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.960830228,-1.322141621,-0.310677834,-0.402785833,-0.486100214,-0.380674548,-0.800079192,-0.946816418,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.965512094,-1.322141621,0.508001475,0.384321942,0.094065695,0.419701072,-0.822608168,-0.966748334,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.028356791,1.960830228,-1.401599699,0.613430502,0.451106844,0.162943839,0.3516953,-0.661115418,-0.859289309,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.946784631,-0.845393149,0.016610535,-0.011617121,-0.242377549,0.084903427,-0.686223646,-0.900886351,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.946784631,-0.686476992,-0.867618125,-0.875050498,-0.909965718,-0.867177376,-1.182071657,-1.027410687,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.942102765,-1.004309306,0.054198275,0.076634357,-0.320086225,0.113675099,-1.297980077,-1.043009578,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.942102765,-0.845393149,-0.775023937,-0.793954545,-0.91879625,-0.765168719,-0.887931669,-1.289992015,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.937420899,-0.20972852,-0.519243951,-0.464800385,-0.641517566,-0.532379731,-1.050477174,-1.064674704,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.018374177,1.937420899,-0.289186599,-0.46927976,-0.536355637,-0.519656233,-0.514070485,-0.477777985,-1.017011427,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.028356791,1.942102765,-0.050812363,-0.439484601,-0.502963186,-0.578820793,-0.498376846,-0.62553227,-0.98321383,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.998408948,1.951466497,-0.448102756,-0.846073933,-0.95614645,-0.936457312,-0.909027082,-0.884036472,-0.794293931,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.998408948,1.942102765,-0.845393149,-0.190122034,-0.188120076,-0.418105123,-0.155732381,-0.960571823,-0.87662141,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.937420899,-0.368644678,-0.504575565,-0.624607115,-0.672424425,-0.592538683,-0.823187183,-0.949416233,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.946784631,-0.765935071,0.0001086,-0.035468871,-0.213236796,-0.090342216,-0.570788965,-0.851489864,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.998408948,1.932739034,-0.686476992,-0.573792013,-0.669925441,-0.766911111,-0.699778554,-0.938253399,-0.88355425,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.932739034,-0.765935071,-0.068191073,-0.126105524,-0.278582728,-0.121729495,-0.402453303,-0.837624183,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.932739034,-0.845393149,-0.439942988,-0.491037311,-0.611493759,-0.474836386,-1.096535243,-0.893086906,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.928057168,-0.686476992,-0.791984259,-0.79156937,-0.834023149,-0.754706293,-0.879404346,-1.092406065,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.937420899,-0.448102756,-0.170869777,-0.097483423,-0.25385724,-0.116498282,-0.805553523,-1.036076738,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.932739034,-0.527560835,-0.086526556,0.043241906,-0.23707923,0.147677985,-1.07705926,-1.051675628,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.018374177,1.932739034,0.187561872,-0.093860749,-0.061705797,-0.352759191,-0.189735267,-0.698961992,-1.056008654,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.023365484,1.937420899,-0.448102756,-0.401896861,-0.409941358,-0.562925837,-0.367596515,-1.083375795,-0.982347225,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.038339406,1.932739034,0.187561872,-0.475238792,-0.524429762,-0.557627518,-0.514070485,-0.458302001,-0.954615864,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.028356791,1.932739034,-0.527560835,-0.017310108,-0.133261049,-0.242377549,-0.024952051,-0.553997509,-0.841957208,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.023365484,1.932739034,-1.163225463,-0.262547191,0.050397431,-0.434000079,0.077056607,-1.101114731,-1.049075813,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.023365484,1.928057168,-0.686476992,-0.670511685,-0.660384741,-0.796934917,-0.631772782,-1.478159243,-0.98841346,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.028356791,1.928057168,0.664310344,-0.614130075,-0.576903613,-0.756314473,-0.634388389,-1.057530638,-1.181666385,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.033348099,1.923375302,-0.686476992,-0.379435895,-0.48626696,-0.585002165,-0.430371074,-0.789341082,-0.737097998,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.068287249,1.909329705,-0.924851228,0.051447952,0.043241906,-0.222067327,0.037822508,-0.423561058,-0.903486166,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.043330713,1.885920377,-0.924851228,0.397071804,0.279374239,0.298050969,0.296767561,-0.478041174,-0.915618637,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.993417641,1.899965974,-1.639973935,0.091786015,-0.037854046,-0.231780912,0.032591295,-0.38987287,-0.334126653,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.998408948,1.923375302,-0.924851228,-0.466071051,-0.586444314,-0.636219247,-0.561151404,-0.741335415,-0.699833981,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.923375302,-0.924851228,-0.4536946,-0.495807661,-0.596481856,-0.406830615,-0.784761594,-1.066407914,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.928057168,-0.765935071,0.115622142,0.126723034,-0.389847423,-0.001411591,-0.996997176,-0.99014667,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.01338287,1.895284108,-1.083767385,-0.439484601,-0.460030035,-0.513474861,-0.443449107,-0.776339547,-0.828958133,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.963469798,1.965512094,-1.083767385,-0.339097832,-0.309764005,-0.470205258,-0.432986681,-1.145330477,-1.034343528,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.918548034,1.914011571,-0.924851228,-0.482572986,-0.493422486,-0.614142919,-0.506223665,-0.779655728,-1.034343528,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.908565419,1.862511048,-0.527560835,0.088118918,0.17204136,-0.388081316,-0.283897104,-0.51773007,-0.971947964,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.833695812,1.881238511,0.505394187,-0.91849909,-0.929909524,-1.063616964,-1.039807412,-0.790762303,-1.250994788,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.808739276,1.834419854,-0.924851228,-0.528411693,-0.605525714,-0.834023149,-0.754706293,-1.253343229,-1.070740939,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.893591498,1.820374257,-1.083767385,-0.066815912,-0.025928171,-0.173499405,-0.006642804,-0.778497697,-1.049942418,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.993417641,1.820374257,-1.560515856,-0.833239095,-0.813035946,-0.942638684,-0.791324785,-1.105325754,-1.103671931,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.993417641,1.820374257,-0.20972852,-0.311136221,-0.259675328,-0.424286495,-0.268203465,-1.126380872,-1.328122637,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.993417641,1.825056123,-1.322141621,-0.413814925,-0.278756729,0.384590176,-0.221122546,-1.20728516,-1.227596452,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,1.857829183,-1.083767385,-0.802068774,-0.79633972,-0.750133101,-0.770399932,-0.90746029,-1.063808099,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.94350457,1.829737988,-1.163225463,1.335390139,1.102259639,0.350151104,1.097143182,-0.481357355,-0.559443964,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.958478491,1.820374257,-0.289186599,-0.819487483,-0.917983649,-0.87376054,-0.901180262,0.016911995,-0.97974741,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.933521955,1.811010526,-0.20972852,-0.450944278,-0.507733536,-0.56115973,-0.542842158,-0.434825546,-1.005745561,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.948495877,1.80632866,-0.924851228,-0.495866211,-0.705703067,-0.770443323,-0.705009767,-0.343867439,-0.997079511,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.948495877,1.815692391,-0.765935071,0.497000186,0.234055912,-0.10727042,0.281073922,-0.620373766,-0.947683023,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.97844372,1.825056123,0.505394187,-0.380352669,-0.584059138,-0.655646416,-0.534995338,0.339476391,-1.002279141,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.97844372,1.820374257,0.108103794,-0.736061036,-0.898902248,-0.863163902,-0.890717836,-0.730913132,-1.153068418,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.97844372,1.820374257,-0.368644678,-0.73697781,-0.841658047,-0.84285368,-0.820096458,-0.474724993,-1.043876183,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,1.815692391,0.34647803,0.435117931,0.522662096,0.407549557,0.694339765,-0.720438211,-1.254461208,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.973452413,1.815692391,0.108103794,0.205924395,0.17204136,0.231821984,0.197374511,-0.808869704,-1.166934099,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.815692391,0.823226501,-0.497241372,-0.440948634,-0.654763363,-0.495761239,-0.96588824,-1.293458435,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.815692391,1.538349208,-0.829113611,-0.810650771,-0.909082665,-0.885486623,-1.615070143,-1.2873922,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.815692391,1.697265365,-0.726893295,-0.595985014,-0.830490936,-0.626541569,-1.42646893,-1.344588133,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.993417641,1.815692391,1.45889113,-0.720475876,-0.698547542,-0.726290667,-0.809634031,-1.318719368,-1.29085862,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.993417641,1.815692391,1.379433051,-0.34414009,-0.364623032,-0.489632427,-0.398983795,-1.176702602,-1.332455662,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.998408948,1.811010526,0.187561872,-0.280882674,-0.164268325,-0.311255694,-0.166194807,-1.210285514,-1.306457511,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.820374257,-0.289186599,-0.103945265,-0.114179649,-0.036626169,-0.053723723,-0.986995996,-1.289992015,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.815692391,-0.368644678,-0.353307831,-0.395630308,-0.29889295,-0.299590744,-1.174755004,-1.301257881,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.003400256,1.811010526,0.028645715,-0.315720092,-0.369393382,-0.441947557,-0.425139861,-0.897406472,-1.293458435,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.023365484,1.811010526,-0.845393149,-0.243294934,-0.290682604,-0.398677954,-0.299590744,-1.177018429,-1.244061948,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.018374177,1.820374257,-0.368644678,-0.470196535,-0.510118711,-0.456076408,-0.461758353,-1.055161938,-1.274393124,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.038339406,1.825056123,-0.448102756,-0.572416852,-0.507733536,-0.693617701,-0.550688978,-1.25665941,-1.227596452,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.998408948,1.801646794,-1.083767385,-1.115605531,-1.154115981,-1.130729002,-1.201975022,-1.603068726,-1.424315797,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.811010526,-0.20972852,0.265514715,0.689624351,0.54353974,0.62110278,-1.480264755,-1.401784065,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,1.811010526,0.743768422,-0.549039111,-0.543511162,-0.570873315,-0.58730747,-1.337932162,-1.451180553,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.97844372,1.80632866,-0.765935071,-0.503658791,-0.498192836,-0.713927923,-0.589923077,-1.231393269,-1.356720603,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,1.801646794,0.028645715,0.119289239,0.138648909,0.338671413,0.307229988,-1.087481543,-1.326389427,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,1.796964929,-1.163225463,-0.417940409,-0.531585287,-0.429584814,-0.516686092,-0.724017581,-1.325522822,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.801646794,0.982142658,-0.996883279,-1.027701702,-1.007984616,-1.071194691,-0.877035646,-1.430382032,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.958478491,1.80632866,-0.686476992,-0.059940106,-0.1666535,-0.222067327,-0.184504053,-0.460144324,-1.022211057,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.973452413,1.811010526,0.34647803,-0.538037821,-0.708088242,-0.756314473,-0.702394161,-0.309179133,-1.076807175,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.973452413,1.80632866,0.108103794,-0.650342654,-0.715243768,-0.660944735,-0.697162947,-0.639218096,-1.241462133,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.973452413,1.801646794,-0.607018913,-0.003558496,-0.104638948,-0.054287232,-0.082495396,-0.960729737,-1.277859544,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.787601197,-0.845393149,-0.163993971,-0.035468871,-0.212353743,-0.06418615,-1.320982793,-1.267460284,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.97844372,1.782919332,-0.20972852,-0.593961044,-0.674695791,-0.674190532,-0.681469308,-0.665115891,-1.29779146,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.988426334,1.782919332,0.187561872,-0.550872659,-0.607910889,-0.542615615,-0.550688978,-1.104325636,-1.367986469,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.973452413,1.778237466,-1.083767385,-0.236877515,-0.355082331,-0.305957375,-0.328362416,-0.796973562,-1.095872486,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.94350457,1.764191869,-0.924851228,0.469038574,0.470188245,0.480842968,0.438010318,-0.760969312,-0.958948889,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.908565419,1.759510003,1.856181523,-1.121564563,-1.201819483,-1.151922277,-1.209821841,-0.44735334,-1.272659914,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.983435027,1.731418809,-0.130270442,-0.878161028,-0.925139174,-0.941755631,-0.945645575,-0.705015338,-1.261394049,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.008391563,1.759510003,-0.527560835,-0.055356235,-0.133261049,-0.124931482,-0.098189035,-0.891195212,-1.153068418,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.04832202,1.750146272,-0.130270442,-0.016851721,-0.085557548,-0.162902767,0.006435229,-0.987680287,-1.044742788,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.038339406,1.74078254,-0.368644678,-0.748437487,-0.684236492,-0.289179365,-0.712856587,-1.11353725,-1.043876183,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.04832202,1.736100675,-0.527560835,-0.650342654,-0.748636219,-0.784572173,-0.817480851,-0.636902033,-1.059475074,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.038339406,1.726736943,0.90268458,-0.835989417,-0.915598474,-0.928509834,-0.935183148,-0.569315107,-1.155668233,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.058304634,1.745464406,0.028645715,-0.190580421,-0.159497975,-0.22559954,-0.18711966,-0.814975688,-1.305590906,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.063295942,1.750146272,0.267019951,-0.359266863,-0.393245132,-0.454310301,-0.351902876,-1.096008865,-1.298658065,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.063295942,1.745464406,1.379433051,-0.653551363,-0.703317892,-0.796934917,-0.673622488,-1.032053946,-1.238862318,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.063295942,1.745464406,0.664310344,-0.140157843,-0.102253773,0.07022326,-0.077264183,-0.959729619,-1.307324116,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.058304634,1.745464406,0.425936108,-0.822237805,-0.839272871,-0.698032966,-0.875024196,-1.071269102,-1.246661763,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.08326117,1.754828137,-0.130270442,-0.018226882,-0.245364278,-0.287413259,-0.236816185,-0.813975569,-1.051675628,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.113209013,1.731418809,0.108103794,-0.741103294,-0.824961821,-0.816362086,-0.822712064,-0.707857779,-1.08807304,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.068287249,1.7735556,-0.607018913,-0.551789433,-0.605525714,-0.497579905,-0.58730747,-0.836609821,-1.293458435,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.068287249,1.768873734,-0.527560835,-0.376685572,-0.46718556,-0.427818707,-0.461758353,-0.893721826,-1.277859544,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.088252477,1.764191869,0.028645715,-0.43490073,-0.502963186,-0.495813799,-0.432986681,-0.724491321,-1.08287341,1.466514242,-0.015566206,-0.353264264,-0.384466489
-1.108217706,1.801646794,0.823226501,-0.701682006,-0.853583922,-0.898486028,-0.87240859,-0.251488112,-1.0811402,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.444373853,1.178958657,-1.004309306,0.726652108,0.579906298,0.079936845,0.516478516,-0.783814114,-0.78736109,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.489295617,1.16491306,-1.481057778,-0.490365566,-0.507733536,-0.565574996,-0.545457764,-0.721490967,-0.786494485,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.494286924,1.150867463,0.425936108,0.050072791,0.050397431,-0.243260602,-0.022336444,-0.792341437,-0.970214754,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.489295617,1.141503731,-0.130270442,-0.658593621,-0.748636219,-0.849918105,-0.786093572,-0.507623613,-0.993613091,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.48430431,1.141503731,0.664310344,-0.870826835,-0.929909524,-0.959416694,-0.940414361,-0.833346277,-1.100205511,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.549191303,1.094685074,-1.560515856,2.206783961,2.2352178,0.713085942,1.125914854,-0.641060419,-0.640038233,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.444373853,1.150867463,-1.004309306,0.514418894,0.422484743,0.310413713,0.301998775,-0.458302001,-0.730165158,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.609086989,1.221095448,-0.765935071,-0.748437487,-0.722399293,-0.78368912,-0.809634031,-0.467724166,-1.009211981,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.663991368,1.202367985,-1.004309306,0.221967943,0.245981788,-0.094024623,0.069209787,-0.959834894,-0.98494704,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.654008754,1.183640523,-1.639973935,-0.278132352,-0.359852681,-0.375718572,-0.354518482,0.073813449,-0.701567191,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.668982675,1.160231194,-1.560515856,0.435117931,0.339003615,0.330723935,0.257533462,-0.123525637,-0.639171628,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.594113068,1.16491306,-1.719432013,2.086686549,1.789190061,1.544921994,1.609802076,-0.011512413,-0.660836754,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.539208689,1.239822911,-0.607018913,0.210508266,0.341388791,-0.074597454,0.121521919,-0.911934503,-0.891353696,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.574147839,1.221095448,0.267019951,0.022569567,0.01223463,-0.321852331,-0.019720837,-0.696593291,-0.912152217,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.549191303,1.19768612,-0.924851228,0.151834721,0.174426535,-0.03397701,0.168602838,-0.962729973,-0.99014667,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.499278231,1.202367985,-1.242683542,0.675771143,0.737327853,0.327191722,0.540018975,-0.646903214,-0.732764973,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.429399931,1.225777314,-1.242683542,-0.858450384,-0.898902248,-0.984142182,-0.97964846,-0.743440927,-0.817692267,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.494286924,1.291323434,-0.686476992,-0.600378463,-0.550666687,-0.761612792,-0.686700521,-0.633743766,-1.042142973,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.48430431,1.300687165,-0.607018913,-0.550414272,-0.581673963,-0.668892213,-0.608232323,-0.686381559,-1.121870637,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.424408624,1.305369031,-0.845393149,0.126623432,0.298455639,-0.376601626,-0.231584972,-0.59810798,-0.996212906,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.419417317,1.263232239,-0.924851228,-0.537579434,-0.47672626,-0.791636598,-0.715472194,-0.445668931,-0.918218452,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.489295617,1.253868508,-0.845393149,-0.561415562,-0.538740812,-0.736004251,-0.705009767,-1.182071657,-0.971947964,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.499278231,1.272595971,-0.924851228,-0.518785564,-0.429022759,-0.675073585,-0.652697635,-0.847611119,-1.057741864,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.394460781,1.207049851,-1.481057778,0.762864687,0.732557503,0.048146932,0.286305135,-0.552628927,-0.580242485,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.384478166,1.216413582,-1.481057778,0.513960507,0.439180969,-0.776624695,-0.723319013,-0.063518553,-0.740564418,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.379486859,1.230459179,-1.242683542,0.149542786,0.019390155,-1.036242317,-1.037191806,0.281943283,-0.442452284,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.384478166,1.225777314,-0.924851228,1.311554011,1.235829444,-0.378367732,-0.239431792,-0.467724166,-0.826358317,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.399452088,1.216413582,-1.242683542,0.809161781,0.694394702,-0.442830611,-0.304821957,-0.619268373,-0.722365712,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.399452088,1.225777314,-1.242683542,0.852250166,0.758794429,-0.244143655,-0.106035855,-0.702962464,-0.807293006,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.349539016,1.244504777,-1.481057778,0.389737611,0.374781242,-0.995621872,-0.982264067,-0.271858938,-0.893086906,1.466514242,-0.015566206,-0.353264264,-0.384466489
-0.349539016,1.253868508,-1.242683542,0.303102454,0.296070464,-1.02299652,-1.052885445,-0.418823656,-0.854089679,1.466514242,-0.015566206,-0.353264264,-0.384466489
